ID,QC_LEVEL,INFO_SOURCE,CONTACT,ORGANISATION,ORGANISATION_ID,NO_REVISION,PERSON_REVISION,TIME_EVENT,TIME_CREATION,TIME_LAST_REVISION,TIME_ACCURACY,COUNTRY,STATE,PLACE,PLACE_LOCAL_LANGUAGE,DETAILED_LOCATION,LATITUDE,LONGITUDE,PLACE_ACCURACY,SURFACE_INITIAL_LOCATION,SURFACE_CROSSED,TYPE_EVENT,PRECIPITATION_AMOUNT,MAX_6_HOUR_PRECIP,MAX_12_HOUR_PRECIP,MAX_24_HOUR_PRECIP,CONVECTIVE,TOTAL_DURATION,EXCEPT_ELEC_PHENOM,NO_INJURED,NO_KILLED,EVENT_DESCRIPTION,EXT_URL,REFERENCE,IMPACTS,CREATOR_ID,REVISOR_ID,LINK_ORG,LINK_ID,DELETED
12410,QC1,WXSVC,Tomáš Prouza (AMS),,,1,ESSL,2021-07-26 00:40:00,2021-07-26 12:01:38,2021-07-26 12:01:38,5M,CZ,Středočeský kraj,Čáslav,,"Nové Město, CHMI rain gauge",49.902,15.394,1KM,,LAND,PRECIP,28.6,,,,,0.5,0.0,,,torrential rain during thunderstorm,,"Hlásná a předpovědní povodňová služba (HPPS), CHMI, 26 JUL 2021",,VON_AMS,VON_AMS,ESSL,12410.0,N
83525,QC0+,"WWW,WXSVC","Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-07-25 23:09:00,2021-07-26 17:48:42,2021-07-26 17:48:42,5M,PL,Opolskie,Domaszkowice,,,50.449,17.441,1KM,,LAND,PRECIP,25.4,,,,,0.5,0.0,,,Personal weather station recorded a maximum rain amount of 25.4 mm in 30 minutes during passage of a thunderstorm.,https://www.wunderground.com/dashboard/pws/IDOMAS4,"""""Domaszkowice - IDOMAS4"""", Wunderground.com, 26 JUL 2021.",,VOP_Laskowski,VOP_Laskowski,ESSL,83525.0,N
4105,QC1,"WWW,WXSVC",SHMU Forecaster,,,3,ESSL,2021-07-25 23:00:00,2021-07-26 11:12:47,2021-07-26 18:53:48,5M,SK,Trenčiansky kraj,Zliechov,,,48.95,18.433,3KM,,LAND,PRECIP,96.0,112.0,,114.0,,3.0,0.0,,,,https://www.facebook.com/shmu.sk/posts/5939202192819971,,,SHMUforecasting,SHMUforecasting,ESSL,4105.0,N
4115,QC1,WXSVC,Miroslav Šinger (SHMI),,,2,ESSL,2021-07-25 23:00:00,2021-07-26 20:11:18,2021-07-26 20:21:12,1M,SK,Trenčiansky kraj,Chvojnica,,,48.88,18.561,1KM,,LAND,PRECIP,39.0,53.0,,,,1.0,0.0,,,,,,,SHMUforecasting,SHMUforecasting,ESSL,4115.0,N
4118,QC1,WWW,Miroslav Šinger (SHMI),,,1,ESSL,2021-07-25 23:00:00,2021-07-27 20:21:31,2021-07-27 20:21:31,30M,SK,Trenčiansky kraj,Kšinná,,,48.817,18.35,1KM,,LAND,PRECIP,58.0,,,,,2.0,0.0,,,,https://www.facebook.com/meteoksinna/posts/312678813923117,,,SHMUforecasting,SHMUforecasting,ESSL,4118.0,N
4116,QC1,WXSVC,Miroslav Šinger (SHMI),,,1,ESSL,2021-07-25 22:50:00,2021-07-26 20:14:23,2021-07-26 20:14:23,5M,SK,Trenčiansky kraj,Bystričany,,,48.667,18.517,1KM,,LAND,PRECIP,35.0,38.0,,,,0.5,0.0,,,,,,,SHMUforecasting,SHMUforecasting,ESSL,4116.0,N
4111,QC1,WXSVC,Miroslav Šinger (SHMI),,,1,ESSL,2021-07-25 22:30:00,2021-07-26 19:51:19,2021-07-26 19:51:19,5M,SK,Trenčiansky kraj,Košecké Podhradie,,,48.98,18.303,1KM,,LAND,PRECIP,78.0,85.0,,,,3.0,0.0,,,,,,,SHMUforecasting,SHMUforecasting,ESSL,4111.0,N
4114,QC1,WXSVC,Miroslav Šinger (SHMI),,,1,ESSL,2021-07-25 22:30:00,2021-07-26 20:04:34,2021-07-26 20:04:34,5M,SK,Žilinský kraj,Rajecká Lesná,,,49.05,18.65,1KM,,LAND,PRECIP,58.0,70.0,,,,2.0,0.0,,,,,,,SHMUforecasting,SHMUforecasting,ESSL,4114.0,N
4113,QC1,WXSVC,Miroslav Šinger (SHMI),,,1,ESSL,2021-07-25 22:20:00,2021-07-26 20:01:04,2021-07-26 20:01:04,5M,SK,Trenčiansky kraj,Pružina,,,49.017,18.483,1KM,,LAND,PRECIP,73.0,82.0,,,,3.0,0.0,,,,,,,SHMUforecasting,SHMUforecasting,ESSL,4113.0,N
4109,QC1,WWW,Miroslav Šinger (SHMI),,,1,ESSL,2021-07-25 22:00:00,2021-07-26 19:41:50,2021-07-26 19:41:50,5M,SK,Trenčiansky kraj,Trenčianske Teplice,,,48.917,18.167,1KM,,LAND,PRECIP,65.0,74.0,,,,3.0,0.0,,,,,,,SHMUforecasting,SHMUforecasting,ESSL,4109.0,N
4110,QC1,WWW,Miroslav Šinger (SHMI),,,1,ESSL,2021-07-25 22:00:00,2021-07-26 19:46:49,2021-07-26 19:46:49,5M,SK,Trenčiansky kraj,Motešice,,,48.843,18.183,1KM,,LAND,PRECIP,65.0,77.0,,,,3.0,0.0,,,,,,,SHMUforecasting,SHMUforecasting,ESSL,4110.0,N
4112,QC1,WXSVC,Miroslav Šinger (SHMI),,,1,ESSL,2021-07-25 22:00:00,2021-07-26 19:55:36,2021-07-26 19:55:36,15M,SK,Trenčiansky kraj,Trstie,,,49.033,18.433,1KM,,LAND,PRECIP,67.0,77.0,,,,3.0,0.0,,,,,,,SHMUforecasting,SHMUforecasting,ESSL,4112.0,N
4108,QC1,"WWW,WXSVC",SHMU Forecaster,,,2,ESSL,2021-07-25 21:50:00,2021-07-26 11:31:23,2021-07-26 18:59:35,5M,SK,Trenčiansky kraj,Trenčín,,,48.895,18.044,1KM,,LAND,PRECIP,68.0,83.0,,,,3.0,0.0,,,,https://www.facebook.com/shmu.sk/posts/5936304453109745 https://www.facebook.com/shmu.sk/posts/5939202192819971,,,SHMUforecasting,SHMUforecasting,ESSL,4108.0,N
187234,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 20:40:00,2021-07-26 15:45:26,2021-07-26 15:45:26,15M,DE,Mecklenburg-Vorpommern,Milow,,,53.2,11.533,3KM,,LAND,PRECIP,,,,,,,0.0,,,,https://www.nordkurier.de/mecklenburg-vorpommern/gewitter-richten-schaeden-in-mv-an-und-es-geht-weiter-2644447507.html,"""""Gewitter richten Schäden in MV an – und es geht weiter"""", NORDKURIER, 26 JUL 2021; RAD;",H7,Thilo,Thilo,ESSL,187234.0,N
12408,QC1,WXSVC,Tomáš Prouza (AMS),,,1,ESSL,2021-07-25 19:50:00,2021-07-25 20:21:33,2021-07-25 20:21:33,5M,CZ,Jihomoravský kraj,"Brno, -Žabovřesky",,CHMI rain gauge,49.216,16.568,1KM,,LAND,PRECIP,43.1,,,,,0.5,0.0,,,torrential rain during thunderstorm ,,"Hlásná a předpovědní povodňová služba (HPPS), CHMI, 25 JUL 2021",,VON_AMS,VON_AMS,ESSL,12408.0,N
12411,QC1,WXSVC,Tomáš Prouza (AMS),,,1,ESSL,2021-07-25 19:50:00,2021-07-26 12:03:51,2021-07-26 12:03:51,5M,CZ,Jihomoravský kraj,Troubsko,,CHMI rain gauge,49.174,16.506,1KM,,LAND,PRECIP,28.1,,,,,0.5,0.0,,,torrential rain during thunderstorm,,"Hlásná a předpovědní povodňová služba (HPPS), CHMI, 26 JUL 2021",,VON_AMS,VON_AMS,ESSL,12411.0,N
4103,QC1,"WWW,WXSVC","Martin Vojtek, edit Miroslav Šinger (SHMI)",,,3,ESSL,2021-07-25 18:40:00,2021-07-26 07:55:59,2021-07-26 18:49:02,5M,SK,Trnavský kraj,Dobrá Voda,,,48.6,17.533,3KM,,LAND,PRECIP,48.0,56.0,,,,0.5,0.0,,,,https://www.facebook.com/shmu.sk/posts/5936304453109745,,,PUBLIC,SHMUforecasting,ESSL,4103.0,N
12412,QC1,WXSVC,Tomáš Prouza (AMS),,,1,ESSL,2021-07-25 18:00:00,2021-07-26 12:10:23,2021-07-26 12:10:23,5M,CZ,Jihočeský kraj,Tisovka,,"Ktiš, CHMI rain gauge",48.918,14.129,1KM,,LAND,PRECIP,26.3,,,,,0.5,0.0,,,torrential rain during thunderstorm,,"Hlásná a předpovědní povodňová služba (HPPS), CHMI, 26 JUL 2021",,VON_AMS,VON_AMS,ESSL,12412.0,N
4383,QC1,"WWW,NWSP,TV",Niclas Lindberg Jensen,,,2,ESSL,2021-07-25 17:30:00,2021-07-25 20:19:38,2021-07-26 07:36:27,30M,DK,Ringkøbing-Skjern Kommune,Grønbjerg,,,56.178,8.531,3KM,,LAND,PRECIP,39.3,,,,,0.5,0.0,,,Heavy rain measured on TV2's weather station in Grønbjerg at 19:30 local time. ,https://vejr.tv2.dk/2021-07-25-dobbelt-skybrud-og-flere-tusinde-lyn-soendag,"Dobbelt skybrud og flere tusinde lyn søndag, TV2, 25 JULY, 2021",,PUBLIC,Thilo,ESSL,4383.0,N
12406,QC1,WXSVC,Tomáš Prouza (AMS),,,1,ESSL,2021-07-25 17:10:00,2021-07-25 20:17:48,2021-07-25 20:17:48,5M,CZ,Jihočeský kraj,Jelení,,CHMI rain gauge,48.802,13.888,1KM,,LAND,PRECIP,57.4,,,,,1.0,0.0,,,torrential rain during thunderstorm | peak precip. time was 16:20 - 16:50 UTC,,"Hlásná a předpovědní povodňová služba (HPPS), CHMI, 25 JUL 2021",,VON_AMS,VON_AMS,ESSL,12406.0,N
187130,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 17:10:00,2021-07-25 20:33:48,2021-07-25 20:33:48,15M,DE,Berlin,Berlin (Mitte) / Mitte,,,52.521,13.379,1KM,,LAND,PRECIP,42.4,,,,,1.0,0.0,,,,,"PWS IBERLI88 report; reported v. wunderground.com, 25 JUL 2021;",,Thilo,Thilo,ESSL,187130.0,N
12409,QC1,WXSVC,Tomáš Prouza (AMS),,,1,ESSL,2021-07-25 17:00:00,2021-07-25 20:23:43,2021-07-25 20:23:43,5M,CZ,Jihočeský kraj,Nová Pec,,"Plechý [1344 m], CHMI rain gauge",48.77,13.857,1KM,,LAND,PRECIP,36.5,,,,,1.0,0.0,,,torrential rain during thunderstorm ,,"Hlásná a předpovědní povodňová služba (HPPS), CHMI, 25 JUL 2021",,VON_AMS,VON_AMS,ESSL,12409.0,N
187129,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:55:00,2021-07-25 20:32:05,2021-07-25 20:32:05,15M,DE,Berlin,Berlin (Tempelhof-Schöneberg) / Nollendorfkiez,,,52.497,13.346,1KM,,LAND,PRECIP,31.2,,,,,0.5,0.0,,,,,"PWS IBERLI298 report; reported v. wunderground.com, 25 JUL 2021;",,Thilo,Thilo,ESSL,187129.0,N
187128,QC1,"WWW,EYEWTN",Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:55:00,2021-07-25 20:30:28,2021-07-25 20:30:28,15M,DE,Berlin,Berlin (Tempelhof-Schöneberg) / Schöneberg,,,52.487,13.352,1KM,,LAND,PRECIP,46.0,,,,,1.0,0.0,,,,,"PWS IBERLI589 report; reported v. wunderground.com, 25 JUL 2021;",,Thilo,Thilo,ESSL,187128.0,N
83566,QC1,"WWW,DMGEYEWTN,DMGPHOTO","Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-07-25 16:50:00,2021-07-27 18:31:28,2021-07-27 18:31:28,15M,PL,Dolnośląskie,Włosień,,,51.074,15.154,1KM,,LAND,PRECIP,,,,,,,0.0,,,Local floodings (flooded properties) were reported after passage of a nearly stationary multicell thunderstorm. Time of the event was based on IMGW-PIB radar data.,https://www.facebook.com/lwoweknasygnale/posts/3965210536911043,"Lwówek na Sygnale (on Facebook), 26 JUL 2021.",H7H8,VOP_Laskowski,VOP_Laskowski,ESSL,83566.0,N
187213,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:41:00,2021-07-26 13:31:57,2021-07-26 13:31:57,15M,DE,Bayern,Irschenberg,,,47.833,11.917,3KM,,LAND,PRECIP,,,,,,,0.0,,,,https://www.merkur.de/lokales/region-miesbach/irschenberg-ort28854/unwetter-im-kreis-miesbach-strassen-ueberflutet-keller-vollgelaufen-90883902.html,"""""Straßen überflutet, Keller vollgelaufen"""", MERKUR, 26 JUL 2021; RAD;",T1H7,Thilo,Thilo,ESSL,187213.0,N
187146,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:35:00,2021-07-26 08:00:29,2021-07-26 08:00:29,15M,DE,Berlin,Berlin (Pankow) / Allée des Château,,,52.651,13.489,1KM,,LAND,PRECIP,62.7,,,,,1.0,0.0,,,,,"PWS IBERLI142 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187146.0,N
187183,QC1,"WWW,EYEWTN,DMGEYEWTN,DMGPHOTO,EVTPHOTO",Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:35:00,2021-07-26 10:06:54,2021-07-26 10:06:54,15M,DE,Berlin,Berlin (Pankow) / Buch,,,52.636,13.492,3KM,,LAND,PRECIP,,,,,,,0.0,,,,https://scontent-ber1-1.xx.fbcdn.net/v/t39.30808-6/224196219_3999618030150084_6953922124200677484_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=b9115d&_nc_ohc=vo-mBBrAdZQAX8DqAky&_nc_ht=scontent-ber1-1.xx&oh=924f7e96c4c9d52bcba3146b6c2e38fc&oe=610462AF https://scontent-ber1-1.xx.fbcdn.net/v/t39.30808-6/224625518_3999618253483395_7969888832581374845_n.jpg?_nc_cat=100&_nc_rgb565=1&ccb=1-3&_nc_sid=b9115d&_nc_ohc=idZ9jtDoKRYAX9ZmTfb&_nc_ht=scontent-ber1-1.xx&oh=a617f21e48f573b393e79e685642d54a&oe=6102B099,"witness report; reported v. Wettermelder Europa (v. Facebook), 25 JUL 2021; RAD;",T1H7H8V1,Thilo,Thilo,ESSL,187183.0,N
187209,QC1,"NWSP,DMGPHOTO",Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:35:00,2021-07-26 13:28:48,2021-07-26 13:28:48,15M,DE,Bayern,Auerschmied,,,47.818,11.874,3KM,,LAND,PRECIP,,,,,,,0.0,,,,https://www.merkur.de/lokales/region-miesbach/irschenberg-ort28854/unwetter-im-kreis-miesbach-strassen-ueberflutet-keller-vollgelaufen-90883902.html,"""""Straßen überflutet, Keller vollgelaufen"""", MERKUR, 26 JUL 2021; RAD;",T1E1,Thilo,Thilo,ESSL,187209.0,N
187212,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:34:00,2021-07-26 13:31:36,2021-07-26 13:31:36,15M,DE,Bayern,Weyarn,,,47.858,11.799,3KM,,LAND,PRECIP,,,,,,,0.0,,,,https://www.merkur.de/lokales/region-miesbach/irschenberg-ort28854/unwetter-im-kreis-miesbach-strassen-ueberflutet-keller-vollgelaufen-90883902.html,"""""Straßen überflutet, Keller vollgelaufen"""", MERKUR, 26 JUL 2021; RAD;",T1H7,Thilo,Thilo,ESSL,187212.0,N
187156,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:30:00,2021-07-26 08:42:42,2021-07-26 08:42:42,15M,DE,Brandenburg,Schönow,,,52.681,13.533,1KM,,LAND,PRECIP,31.7,,,,,0.5,0.0,,,,,"PWS IBBSCHON12 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187156.0,N
187159,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:30:00,2021-07-26 08:57:39,2021-07-26 08:57:39,15M,DE,Brandenburg,Schwanebeck West,,,52.632,13.527,1KM,,LAND,PRECIP,33.0,,,,,0.5,0.0,,,,,"PWS IBRANDEN182 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187159.0,N
187142,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:25:00,2021-07-26 07:54:14,2021-07-26 07:54:14,15M,DE,Berlin,Berlin (Pankow) / Karow-Rheineckviertel,,,52.611,13.462,1KM,,LAND,PRECIP,61.2,,,,,1.0,0.0,,,,,"PWS IBERLI520 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187142.0,N
187143,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:25:00,2021-07-26 07:55:34,2021-07-26 07:55:34,15M,DE,Berlin,Berlin (Pankow) / Karow-Teichbergviertel,,,52.607,13.477,1KM,,LAND,PRECIP,59.7,,,,,1.0,0.0,,,,,"PWS IBERLI594 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187143.0,N
187144,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:25:00,2021-07-26 07:56:52,2021-07-26 07:56:52,15M,DE,Berlin,Berlin (Pankow) / Alt-Karow,,,52.613,13.483,1KM,,LAND,PRECIP,46.8,,,,,0.5,0.0,,,,,"PWS IBERLI465 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187144.0,N
187145,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:25:00,2021-07-26 07:58:06,2021-07-26 07:58:06,15M,DE,Berlin,Berlin (Pankow) / Neu-Karow,,,52.617,13.489,1KM,,LAND,PRECIP,51.3,,,,,0.5,0.0,,,,,"PWS IBERLI644 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187145.0,N
187147,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:25:00,2021-07-26 08:06:44,2021-07-26 08:06:44,15M,DE,Berlin,Berlin (Pankow) / Buchholz,,,52.609,13.433,1KM,,LAND,PRECIP,40.1,,,,,1.0,0.0,,,,,"PWS IBERLI121 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187147.0,N
187148,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:25:00,2021-07-26 08:08:34,2021-07-26 08:08:34,15M,DE,Berlin,Berlin (Pankow) / Französisch Buchholz,,,52.599,13.433,1KM,,LAND,PRECIP,39.8,,,,,1.0,0.0,,,,,"PWS IBERLI595 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187148.0,N
187157,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:25:00,2021-07-26 08:54:44,2021-07-26 08:54:44,15M,DE,Brandenburg,Zepernick,,,52.65,13.55,1KM,,LAND,PRECIP,29.5,,,,,0.5,0.0,,,,,"PWS IPANKETA46 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187157.0,N
187158,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:25:00,2021-07-26 08:56:25,2021-07-26 08:56:25,15M,DE,Brandenburg,Neu Buch,,,52.627,13.521,1KM,,LAND,PRECIP,25.9,,,,,0.5,0.0,,,,,"PWS IPANKETA42 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187158.0,N
187211,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:25:00,2021-07-26 13:31:03,2021-07-26 13:31:03,15M,DE,Bayern,Warngau,,,47.832,11.722,3KM,,LAND,PRECIP,,,,,,,0.0,,,,https://www.merkur.de/lokales/region-miesbach/irschenberg-ort28854/unwetter-im-kreis-miesbach-strassen-ueberflutet-keller-vollgelaufen-90883902.html,"""""Straßen überflutet, Keller vollgelaufen"""", MERKUR, 26 JUL 2021; RAD;",T1H7,Thilo,Thilo,ESSL,187211.0,N
187137,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:20:00,2021-07-26 07:40:48,2021-07-26 07:40:48,15M,DE,Berlin,Berlin (Lichtenberg) / Stadtrandsiedlung Wartenberg,,,52.584,13.532,1KM,,LAND,PRECIP,26.1,,,,,0.5,0.0,,,,,"PWS IBERLINB25 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187137.0,N
187140,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:20:00,2021-07-26 07:48:20,2021-07-26 07:48:20,15M,DE,Berlin,Berlin (Pankow) / Alt-Blankenburg,,,52.593,13.452,1KM,,LAND,PRECIP,37.9,,,,,1.0,0.0,,,,,"PWS IBERLI578 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187140.0,N
187141,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:20:00,2021-07-26 07:50:10,2021-07-26 07:50:10,15M,DE,Berlin,Berlin (Pankow) / Blankenburg-Nord,,,52.605,13.457,1KM,,LAND,PRECIP,58.2,,,,,1.0,0.0,,,,,"PWS IBERLI48 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187141.0,N
187149,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:20:00,2021-07-26 08:17:49,2021-07-26 08:17:49,15M,DE,Berlin,Berlin (Pankow) / Nordende,,,52.596,13.391,1KM,,LAND,PRECIP,25.5,,,,,0.5,0.0,,,,,"PWS IBERLIN1905 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187149.0,N
3475,QC1,WWW,Bas van der Ploeg (Voluntary Observer Person),,,1,ESSL,2021-07-25 16:15:00,2021-07-26 09:29:19,2021-07-26 09:29:19,30M,BE,West-Vlaanderen,Brugge,,,51.21,3.225,1KM,,LAND,PRECIP,,,,,,,0.0,,,,https://www.vrt.be/vrtnws/nl/2021/07/26/code-oranje-voor-wateroverlast-in-west-vlaanderen-wijken-in-nie/,"code-oranje-voor-wateroverlast-in-west-vlaanderen-wijken-in-nie, vrt.be, 26 jul 2021",H7,VOP_Ploeg,VOP_Ploeg,ESSL,3475.0,N
187135,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:15:00,2021-07-25 20:44:00,2021-07-25 20:44:00,15M,DE,Berlin,Berlin (Marzahn-Hellersdorf) / Marzahn-Mitte,,,52.549,13.564,1KM,,LAND,PRECIP,58.7,,,,,1.0,0.0,,,,,"PWS IBERLI453 report; reported v. wunderground.com, 25 JUL 2021;",,Thilo,Thilo,ESSL,187135.0,N
187210,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:15:00,2021-07-26 13:30:33,2021-07-26 13:30:33,15M,DE,Bayern,Schäftlarn,,,47.989,11.443,3KM,,LAND,PRECIP,,,,,,,0.0,,,,https://www.merkur.de/lokales/region-miesbach/irschenberg-ort28854/unwetter-im-kreis-miesbach-strassen-ueberflutet-keller-vollgelaufen-90883902.html,"""""Straßen überflutet, Keller vollgelaufen"""", MERKUR, 26 JUL 2021; RAD;",T1H7,Thilo,Thilo,ESSL,187210.0,N
187133,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,2,ESSL,2021-07-25 16:10:00,2021-07-25 20:39:52,2021-07-25 20:40:34,15M,DE,Berlin,Berlin (Marzahn-Hellersdorf) / Biesdorf-Nord,,,52.521,13.551,1KM,,LAND,PRECIP,49.3,,,,,1.0,0.0,,,,,"PWS IBERLI525 report; reported v. wunderground.com, 25 JUL 2021;",,Thilo,Thilo,ESSL,187133.0,N
187134,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:10:00,2021-07-25 20:42:32,2021-07-25 20:42:32,15M,DE,Berlin,Berlin (Marzahn-Hellersdorf) / Rohrbruchpark,,,52.529,13.577,1KM,,LAND,PRECIP,39.1,,,,,1.0,0.0,,,,,"PWS IBERLI482 report; reported v. wunderground.com, 25 JUL 2021;",,Thilo,Thilo,ESSL,187134.0,N
187136,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:10:00,2021-07-25 20:45:25,2021-07-25 20:45:25,15M,DE,Berlin,Berlin (Marzahn-Hellersdorf) / Mahlsdorf,,,52.498,13.615,1KM,,LAND,PRECIP,48.8,,,,,1.0,0.0,,,,,"PWS IBERLI270 report; reported v. wunderground.com, 25 JUL 2021;",,Thilo,Thilo,ESSL,187136.0,N
187138,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:10:00,2021-07-26 07:42:48,2021-07-26 07:42:48,15M,DE,Berlin,Berlin (Lichtenberg) / Wartenberg,,,52.576,13.503,1KM,,LAND,PRECIP,39.6,,,,,0.5,0.0,,,,,"PWS IBERLIN1899 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187138.0,N
187139,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 16:10:00,2021-07-26 07:46:43,2021-07-26 07:46:43,15M,DE,Berlin,Berlin (Pankow) / Blankenburg-Süd,,,52.585,13.443,1KM,,LAND,PRECIP,29.7,,,,,0.5,0.0,,,,,"PWS IBERLI67 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187139.0,N
187132,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,2,ESSL,2021-07-25 16:05:00,2021-07-25 20:37:51,2021-07-25 20:38:27,15M,DE,Berlin,Berlin (Marzahn-Hellersdorf) / Alt-Biesdorf,,,52.51,13.553,1KM,,LAND,PRECIP,47.8,,,,,1.0,0.0,,,,,"PWS IBEBIESD8 report; reported v. wunderground.com, 25 JUL 2021;",,Thilo,Thilo,ESSL,187132.0,N
17333,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,3,ESSL,2021-07-25 16:00:00,2021-10-31 23:09:18,2021-10-31 23:13:43,1H,AT,Oberösterreich,Parts of Upper Austria,,,48.14,14.18,100KM,,LAND,PRECIP,,,,,,,0.0,,,basements and garages flooded,https://kurier.at/chronik/niederoesterreich/feuerwehreinsaetze-im-bezirk-amstetten-und-im-waldviertel/401454004,"120 Unwetter-Einsätze in NÖ, Sperre auf der Franz-Josefs-Bahn, Kurier, 26 Jul 2021.",H7,Gabriel,Gabriel,ESSL,17333.0,N
187131,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,2,ESSL,2021-07-25 16:00:00,2021-07-25 20:36:18,2021-07-25 20:38:41,15M,DE,Berlin,Berlin (Marzahn-Hellersdorf) / Biesdorf-Süd,,,52.494,13.549,1KM,,LAND,PRECIP,48.5,,,,,1.0,0.0,,,,,"PWS IBERLI663 report; reported v. wunderground.com, 25 JUL 2021;",,Thilo,Thilo,ESSL,187131.0,N
187155,QC0+,WWW,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-25 15:55:00,2021-07-26 08:38:58,2021-07-26 08:38:58,15M,DE,Brandenburg,Mönchmühle,,,52.651,13.391,1KM,,LAND,PRECIP,38.6,,,,,1.0,0.0,,,,,"PWS IMHLEN16 report; reported v. wunderground.com, 26 JUL 2021;",,Thilo,Thilo,ESSL,187155.0,N
